id_dist,dist_name,id_city
168,Huyện Phú Lương,19
169,Huyện Đồng Hỷ,19
170,Huyện Võ Nhai,19
171,Huyện Đại Từ,19
172,Thành phố Phổ Yên,19
173,Huyện Phú Bình,19
178,Thành phố Lạng Sơn,20
180,Huyện Tràng Định,20
181,Huyện Bình Gia,20
182,Huyện Văn Lãng,20
183,Huyện Cao Lộc,20
184,Huyện Văn Quan,20
185,Huyện Bắc Sơn,20
186,Huyện Hữu Lũng,20
187,Huyện Chi Lăng,20
188,Huyện Lộc Bình,20
189,Huyện Đình Lập,20
193,Thành phố Hạ Long,22
194,Thành phố Móng Cái,22
195,Thành phố Cẩm Phả,22
196,Thành phố Uông Bí,22
198,Huyện Bình Liêu,22
199,Huyện Tiên Yên,22
200,Huyện Đầm Hà,22
201,Huyện Hải Hà,22
202,Huyện Ba Chẽ,22
203,Huyện Vân Đồn,22
205,Thị xã Đông Triều,22
206,Thị xã Quảng Yên,22
207,Huyện Cô Tô,22
213,Thành phố Bắc Giang,24
215,Huyện Yên Thế,24
216,Huyện Tân Yên,24
217,Huyện Lạng Giang,24
218,Huyện Lục Nam,24
219,Huyện Lục Ngạn,24
220,Huyện Sơn Động,24
221,Huyện Yên Dũng,24
222,Huyện Việt Yên,24
223,Huyện Hiệp Hòa,24
227,Thành phố Việt Trì,25
228,Thị xã Phú Thọ,25
230,Huyện Đoan Hùng,25
231,Huyện Hạ Hoà,25
232,Huyện Thanh Ba,25
233,Huyện Phù Ninh,25
234,Huyện Yên Lập,25
235,Huyện Cẩm Khê,25
236,Huyện Tam Nông,25
237,Huyện Lâm Thao,25
238,Huyện Thanh Sơn,25
239,Huyện Thanh Thuỷ,25
240,Huyện Tân Sơn,25
243,Thành phố Vĩnh Yên,26
244,Thành phố Phúc Yên,26
246,Huyện Lập Thạch,26
247,Huyện Tam Dương,26
248,Huyện Tam Đảo,26
249,Huyện Bình Xuyên,26
251,Huyện Yên Lạc,26
252,Huyện Vĩnh Tường,26
253,Huyện Sông Lô,26
256,Thành phố Bắc Ninh,27
258,Huyện Yên Phong,27
259,Thị xã Quế Võ,27
260,Huyện Tiên Du,27
261,Thành phố Từ Sơn,27
262,Thị xã Thuận Thành,27
263,Huyện Gia Bình,27
264,Huyện Lương Tài,27
288,Thành phố Hải Dương,30
290,Thành phố Chí Linh,30
291,Huyện Nam Sách,30
292,Thị xã Kinh Môn,30
293,Huyện Kim Thành,30
294,Huyện Thanh Hà,30
295,Huyện Cẩm Giàng,30
296,Huyện Bình Giang,30
297,Huyện Gia Lộc,30
298,Huyện Tứ Kỳ,30
299,Huyện Ninh Giang,30
300,Huyện Thanh Miện,30
303,Quận Hồng Bàng,31
304,Quận Ngô Quyền,31
305,Quận Lê Chân,31
306,Quận Hải An,31
307,Quận Kiến An,31
308,Quận Đồ Sơn,31
309,Quận Dương Kinh,31
311,Huyện Thuỷ Nguyên,31
312,Huyện An Dương,31
313,Huyện An Lão,31
314,Huyện Kiến Thuỵ,31
315,Huyện Tiên Lãng,31
316,Huyện Vĩnh Bảo,31
317,Huyện Cát Hải,31
318,Huyện Bạch Long Vĩ,31
323,Thành phố Hưng Yên,33
325,Huyện Văn Lâm,33
326,Huyện Văn Giang,33
327,Huyện Yên Mỹ,33
328,Thị xã Mỹ Hào,33
329,Huyện Ân Thi,33
330,Huyện Khoái Châu,33
331,Huyện Kim Động,33
332,Huyện Tiên Lữ,33
333,Huyện Phù Cừ,33
336,Thành phố Thái Bình,34
338,Huyện Quỳnh Phụ,34
339,Huyện Hưng Hà,34
340,Huyện Đông Hưng,34
341,Huyện Thái Thụy,34
342,Huyện Tiền Hải,34
343,Huyện Kiến Xương,34
344,Huyện Vũ Thư,34
347,Thành phố Phủ Lý,35
349,Thị xã Duy Tiên,35
350,Huyện Kim Bảng,35
351,Huyện Thanh Liêm,35
352,Huyện Bình Lục,35
353,Huyện Lý Nhân,35
356,Thành phố Nam Định,36
358,Huyện Mỹ Lộc,36
